     94.8421791,   56.8131685,  0000003.6026,      00045.0627,      00089.3447
0077.70916, 00000038.178,    03.09140874,  24.411719,043.48581
   00000034.594,  00016.8841,     00050.0934,  000000035.09,   084.8665
    75.7374815,    00032.948,0057.93521,  42.008641,     52.516683
    00056.5229,    31.7347274, 25.1816496, 08.872191,    0075.74798
  87.61867,085.01273704,      0073.8143,     0095.07718, 00022.427
    0000064.0705,   0059.0385, 00000005.632,     0034.4107945, 000095.827
  0000049.8023,    32.91117412,     0000029.7538,    005.3866,00078.2147
     000045.558,      48.76320451,     0026.712,   010.741507,    00000059.119
0000053.7755, 000088.273,    00091.242,   0000000063.8,    0014.930301
    020.2654409,  00083.231462, 052.70313364,    60.77581,     072.03273698
   0000075.2144,    084.964336, 32.14617997,      00044.69438,  0000000061.3
00034.86582, 50.73199514,      099.5085645,      000094.12043,     61.15271164
  00058.34363,099.478648, 00030.3311,     70.3073775,      0012.91015
  000022.924,   48.39635,00045.532,     078.4046,     0.514734
000095.8004, 91.19391119,      00087.827,   000034.0533,    011.27816548
    0002.26484, 0000048.961,     000034.794,      023.9227648,    042.5092396
      064.63533, 0097.717,      00038.46225,   0000021.116,    08.99814219
 00020.7432, 15.0005509,     00000061.804,    000054.6997, 000003.10222
  75.6333845,070.0904346,    62.385814,     00059.8195,016.49202
 000097.15878, 68.837974,9.359555154,  079.093815,42.38766927
    91.89556095,   62.35321, 00075.192468,      00035.3111,    71.3792606
    000078.622,      00044.42, 060.29615,      00000025.825,   000055.228
 07.686178,   00034.391775,86.71767984,      75.305422,     000017.246
      00099.929, 035.2351,    088.8368365,    00084.287471, 041.35592279
     000094.816,  037.335238,   0000077.648,  00000093.596,      0061.8412278
  000041.96667,   00046.51888, 00069.0085,000075.1723,0000021.968
 000000.24496,   0000029.276,      42.8518699,   0000069.014, 027.9857
    000023.3049,38.16818,72.10195,    11.0837529, 000039.166
 18.166478,      98.216006, 1.939636,    0092.90622,    004.32694
 086.99696882,   62.411211,      055.9954,   0034.381,000071.10695
   00098.808,      35.8858918,     0000074.454,  5.7604487,     34.0050744
   27.52374,   00048.357,00069.582125,   17.06349732,     062.9215
    0090.054,   00093.323, 00081.488, 00034.377365,     053.1475
  075.90722013,    00097.731492,  0037.8620395, 0000038.86, 000083.1031
    18.07876947,   0000021.324,  0097.9288, 0000076.7147,  0069.521455
  26.2826332, 88.50457,     49.58658,    00097.35934,     34.03315899
 096.59395,     0036.9469713,44.4115465,0000039.2932,  00039.92674
57.78585279,00000056.29,   056.4786399,     0.884151118,     00084.8663
      071.9067432,      17.0323572,     65.28402994,   65.66829,     00078.289989
  42.33398,     004.5985382,0007.6896043,     87.1077163,     00000006.974
     27.645082,     0.05714659803,    0000023.008,     00058.318353,      40.0379861
    00083.371478,      000046.5245,    00000.74726,0041.3169537,      032.2762945
 00070.0118,   000021.87229,   0036.9991042,    8.198192607,    000044.1911
0024.127,    052.329784, 0056.6183226,     62.564608,   0044.894318
0050.3436,   075.9570058,  00000046.13,    00056.71873,00089.8374
    55.06446072,      0000045.392, 72.56234697,0000017.9077,0020.90353
  00059.31868,     20.24423,      00.216979514,     75.087261, 70.7950619
   000062.89246, 00000071.41,  00064.43258,     94.157663,000036.988
     028.28417361,      039.258484,  66.6751085,     98.7470983,      0046.63523
   000000028.15,     0004.2159, 35.026245,    00005.376857,    088.5705
     0092.1842,  000031.06207,   035.9416,  000067.8717, 063.35031
 075.56471,   0083.50723,  00053.569015,0026.282045,     032.92228
     47.6550791,   0025.468,      00035.751387,  00000097.934,      0040.2185084
00070.0201,     37.931224, 001.72766051,     000025.0053,   62.63958191
    53.19905955,      036.92184,   027.3046,  0093.87515,   0079.6729389
000034.878,      0000035.595,     90.1664506,   42.6150701,      11.33950411
    71.6220688,  55.1515597, 85.14522301,      83.86731765,      93.74936043
3.66724225, 78.888479,     75.61313,000008.78564,     0000082.8259
      52.17486,73.318175,      5.22790956,0007.01181,     93.65591976
   000000016.29,      00000049.782,    000022.697, 0094.8618,   092.44199
      000062.496,   47.53380222,    0000056.588,   2.5943108,  72.299823
  0000065.682, 23.21427231,     000057.242,    0013.95674,   62.845536
     0028.5357433,  00075.9881,  92.24380961,000061.49546,0025.0411
      0053.73939, 13.579508,   00080.475425,      056.07206958,   0000009.2882
00033.1987, 04.21097, 6.6970423,078.7909713, 025.86323
   74.98948104,    47.94984508,  95.92271069,    84.207317,     00031.81406
  012.61706855,    13.3003544, 4.67003686,  29.9006239,   013.50968
000084.52932,    60.018511,   000082.7078,      076.54817989,  00043.00015
  00025.848643,   0000052.016,  90.4426958,      00017.048868,00092.05655
     00082.9118,      00016.8554,      000000093.7,   46.092711,  00000065.585
00094.74788,    34.88669579,   000048.06925,    000083.978, 50.6532754
      079.7139,    0058.6702,     93.1733974,     00085.909,    3.777477
81.9442431,   068.684122,000078.4024,   000096.1025,000037.8311
     00002.53231,      083.6699,     000092.242,  81.75495676, 0000015.815
   003.76857,  0015.340956,      21.26612302,   99.06126822,    025.2724999
    0042.8132,  037.4976653,  050.1284644,      0053.441645, 000083.0333
   0008.30031,     0000032.1787,60.48224,035.85605,    00010.19418
    69.5774029,00013.18631,     27.97047919,      097.83226212, 00095.1139
  68.891795,   077.00492108,0081.355,   00047.567094,    0038.642601
  000075.63395,      0.4444975,55.1006765,    0000075.869, 57.6337834
      00097.7678, 084.84097,    0034.939,      6.51808423,    1.275303374
   0017.933162,    0067.9487,    35.1626712,   58.36642,   00000037.248
